taxon_id,scientific_name,vernacular_name_ja,taxon_group_ja,redlist_kanagawa,redlist_national,ias_category,gbif_match_type,source_id,reason
wamei:ヒバリ,,ヒバリ,鳥類,(繁)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヒバリシギ,,ヒバリシギ,鳥類,(非)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヒメアマツバメ,,ヒメアマツバメ,鳥類,(繁)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヒメウ,,ヒメウ,鳥類,(非)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヒメヒミズ,,ヒメヒミズ,哺乳類,絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヒモハゼ,,ヒモハゼ,汽水・淡水魚類,情報不足,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ビンズイ,,ビンズイ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:フクロウ,,フクロウ,鳥類,(繁)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ブッポウソウ,,ブッポウソウ,鳥類,(繁)絶滅危惧Ⅰ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ホウロクシギ,,ホウロクシギ,鳥類,(非)絶滅危惧Ⅰ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ホオアカ,,ホオアカ,鳥類,(繁)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ホトケドジョウ,,ホトケドジョウ,汽水・淡水魚類,絶滅危惧ⅠB類,絶滅危惧ⅠB類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ホンドモモンガ,,ホンドモモンガ,哺乳類,絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ボウズハゼ,,ボウズハゼ,汽水・淡水魚類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:マサゴハゼ,,マサゴハゼ,汽水・淡水魚類,情報不足,絶滅のおそれのある地域個体群,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:マミジロ,,マミジロ,鳥類,(繁)希少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:マムシ,,マムシ,爬虫類,要注意種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:マルタ,,マルタ,汽水・淡水魚類,絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ミサゴ,,ミサゴ,鳥類,(繁)絶滅危惧Ⅱ類、(非)準絶滅危惧,準絶滅危惧,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ミゾゴイ,,ミゾゴイ,鳥類,(繁)絶滅危惧Ⅰ類,準絶滅危惧,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ミミズハゼ,,ミミズハゼ,汽水・淡水魚類,情報不足,絶滅のおそれのある地域個体群,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ミヤコタナゴ,,ミヤコタナゴ,汽水・淡水魚類,野生絶滅,絶滅危惧ⅠA類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ミユビシギ,,ミユビシギ,鳥類,(非)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ムナグロ,,ムナグロ,鳥類,(非)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:メダイチドリ,,メダイチドリ,鳥類,(非)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:メダカ,,メダカ,汽水・淡水魚類,絶滅危惧ⅠA類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:メナダ,,メナダ,汽水・淡水魚類,情報不足,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:メボソムシクイ,,メボソムシクイ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:モズ,,モズ,鳥類,(繁)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:モモジロコウモリ,,モモジロコウモリ,哺乳類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:モリアオガエル,,モリアオガエル,両生類,要注意種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:モリアブラコウモリ,,モリアブラコウモリ,哺乳類,絶滅危惧Ⅰ類,絶滅危惧ⅠB類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤイロチョウ,,ヤイロチョウ,鳥類,(繁)情報不足,絶滅危惧ⅠB類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤブサメ,,ヤブサメ,鳥類,(繁)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤマカガシ,,ヤマカガシ,爬虫類,要注意種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤマコウモリ,,ヤマコウモリ,哺乳類,絶滅危惧Ⅱ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤマシギ,,ヤマシギ,鳥類,(非)希少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤマセミ,,ヤマセミ,鳥類,(繁)希少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤマトイワナ,,ヤマトイワナ,汽水・淡水魚類,絶滅危惧ⅠA類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤマドリ,,ヤマドリ,鳥類,(繁)絶滅危惧Ⅱ類、(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤマネ,,ヤマネ,哺乳類,絶滅危惧Ⅱ類,準絶滅危惧,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤマメ,,ヤマメ,汽水・淡水魚類,絶滅危惧ⅠA類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヤリタナゴ,,ヤリタナゴ,汽水・淡水魚類,絶滅,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ユビナガコウモリ,,ユビナガコウモリ,哺乳類,絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヨシゴイ,,ヨシゴイ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヨタカ,,ヨタカ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ルリビタキ,,ルリビタキ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ルリヨシノボリ,,ルリヨシノボリ,汽水・淡水魚類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
warreniplema fumicosta islandica,Warreniplema fumicosta islandica,アトキフタオ小笠原亜種,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
weigela florida,Weigela florida,オオベニウツギ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wikstroemia pseudoretusa,Wikstroemia pseudoretusa,ムニンアオガンピ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wildemania amplissima,Wildemania amplissima,ベニタサ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wildemania occidentalis,Wildemania occidentalis,キイロタサ,藻類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
woodsia ilvensis,Woodsia ilvensis,ミヤマイワデンダ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
woodsia intermedia,Woodsia intermedia,イヌイワデンダ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
woodsia subcordata,Woodsia subcordata,キタダケデンダ,維管束植物,,絶滅危惧ⅠＡ類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
woodwardia harlandii,Woodwardia harlandii,オオギミシダ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
woodwardia kempii,Woodwardia kempii,ホソバオオカグマ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xanthium canadense,Xanthium canadense,オオオナモミ,植物,,,その他の総合対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xanthium strumarium subsp. sibiricum,Xanthium strumarium subsp. sibiricum,オナモミ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xenocorisa vittipennis,Xenocorisa vittipennis,ミヤケミズムシ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xenophthalmus pinnotheroides,Xenophthalmus pinnotheroides,メナシピンノ,甲殻類（海洋生物）,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xenoskenea sp.,Xenoskenea sp.,シンジュノナミダ,貝類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xestia descripta,Xestia descripta,アサマウスモンヤガ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xiphonectes brockii,Xiphonectes brockii,ツノナシイボガザミ,その他無脊椎動物,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xiphophorus hellerii,Xiphophorus hellerii,ソ－ドテ－ル,魚類,,,その他の総合対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xiphovelia boninensis,Xiphovelia boninensis,ケブカオヨギカタビロアメンボ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xiphovelia japonica,Xiphovelia japonica,オヨギカタビロアメンボ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xyelecia japonica,Xyelecia japonica,チャイロナギナタハバチ,昆虫類,,情報不足（DD）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xylocopa ogasawarensis,Xylocopa ogasawarensis,オガサワラクマバチ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xylocoris hiurai,Xylocoris hiurai,クロアシブトハナカメムシ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xylomoia fusei,Xylomoia fusei,イチモジヒメヨトウ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xylomoia graminea,Xylomoia graminea,クシロモクメヨトウ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xylotrechus ogasawarensis,Xylotrechus ogasawarensis,オガサワライカリモントラカミキリ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xylotrechus takakuwai,Xylotrechus takakuwai,ミイロトラカミキリ,昆虫類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
xysticus daisetsuzanus,Xysticus daisetsuzanus,ダイセツカニグモ,その他無脊椎動物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
yakuchloritis albolabris,Yakuchloritis albolabris,クチジロビロウドマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
yakuchloritis hoshiyamai,Yakuchloritis hoshiyamai,ホシヤマビロウドマイマイ,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
yamadaella caenomyce,Yamadaella caenomyce,ハイコナハダ,藻類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
yamatochlamys circumdata,Yamatochlamys circumdata,ハチジョウヒメベッコウ,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
yamautidius anaulax,Yamautidius anaulax,アオナミメクラチビゴミムシ,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
yarica hyalosoma,Yarica hyalosoma,カガミテンジクダイ,汽水・淡水魚類,,絶滅危惧IA類（CR）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
yoania amagiensis,Yoania amagiensis,キバナノショウキラン,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
yoania flava,Yoania flava,シナノショウキラン,維管束植物,,絶滅危惧ⅠB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ypthima masakii,Ypthima masakii,マサキウラナミジャノメ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ypthima multistriata niphonica,Ypthima multistriata niphonica,ウラナミジャノメ日本本土亜種,昆虫類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ypthima riukiuana,Ypthima riukiuana,リュウキュウウラナミジャノメ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
ypthima yayeyamana,Ypthima yayeyamana,ヤエヤマウラナミジャノメ,昆虫類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
yucca gloriosa,Yucca gloriosa,アツバキミガヨラン,植物,,,重点対策外来種,,moe_ias_list,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
zabelia integrifolia,Zabelia integrifolia,イワツクバネウツギ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
zaitzevia rufa,Zaitzevia rufa,アカツヤドロムシ,昆虫類,,絶滅危惧IB類（EN）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
zannichellia palustris,Zannichellia palustris,イトクズモ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
zanthoxylum schinifolium var. okinawense,Zanthoxylum schinifolium var. okinawense,シマイヌザンショウ,維管束植物,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
zanthoxylum yakumontanum,Zanthoxylum yakumontanum,ヤクシマカラスザンショウ,維管束植物,,絶滅危惧Ⅱ類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
zaptyx adulta,Zaptyx adulta,サキシマノミギセル,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
zaptyx asperata,Zaptyx asperata,アラハダノミギセル,貝類,,準絶滅危惧（NT）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
zaptyx cladoptyx,Zaptyx cladoptyx,エダヒダノミギセル,貝類,,絶滅危惧II類（VU）,,,moe_redlist,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
